,Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Correspondence Address,Document Type,Source
410,Wang F.; Tang S.; Han X.; Lu L.; Yu C.; Zhao C.; Gao Y.; Zhu G.; Zhuang K.; Ouyang M.,57485497800; 35209137200; 34881698500; 11641454800; 8878908000; 58654606500; 58654926600; 56532907900; 58654763400; 7007149577,A voltage reconstruction model for lithium-ion batteries considering the polarization process,2023,Journal of Power Sources,1.0,10.1016/j.jpowsour.2023.233744,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174459736&doi=10.1016%2fj.jpowsour.2023.233744&partnerID=40&md5=f2118b8ee92b9f14b3b02c7f29cfca5e,"Rocket Force University of Engineering, Xi'an, 710025, China; State Key Laboratory of Intelligent Green Vehicle and Mobility, Tsinghua University, Beijing, 100084, China; Sichuan New Energy Vehicle Innovation Center, Yibin, 644000, China; North China Electric Power University, Beijing, 100084, China","X. Han; State Key Laboratory of Intelligent Green Vehicle and Mobility, Tsinghua University, Beijing, 100084, China; email: hanxuebing@tsinghua.edu.cn",Article,Scopus
411,Siy W.; Sicat Z.M.; Bautista T.M.; Formalejo A.; Gatdula M.E.; Ico A.A.; Julian C.J.; Pabion M.C.; Reyes J.L.; Santander N.M.,58797145000; 57226383646; 58797971200; 58797416800; 58798514900; 58797416900; 58797971300; 58798515000; 58798783000; 58797692600,Correlational study of ergonomic knowledge and level of MSK discomfort during online classes of 1st–4th year UST-CRS physical therapy students: a cross-sectional study,2023,BMJ Open,0.0,10.1136/bmjopen-2023-076259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181701438&doi=10.1136%2fbmjopen-2023-076259&partnerID=40&md5=4783adb80779874bedb019ef759f247a,"University of Santo Tomas, Manila, Philippines; Department of Physical Therapy, NCR, Quezon City, Philippines; Physical Therapy, University of Santo Tomas College of Rehabilitation Sciences, Manila, Philippines","C.J. Julian; University of Santo Tomas, Manila, Philippines; email: carljames.julian.crs@ust.edu.ph",Article,Scopus
412,Qin Y.; Liu C.; Li Q.; Zhou X.; Wang J.,58790871900; 58845469800; 56486199800; 55414083200; 57881812300,Mechanistic analysis of Th2-type inflammatory factors in asthma,2023,Journal of Thoracic Disease,0.0,10.21037/jtd-23-1628,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181235416&doi=10.21037%2fjtd-23-1628&partnerID=40&md5=9a5fdb29d5dfb13cef73cafd10c04166,"Department of Respiratory Diseases, The First Affiliated Hospital of Hainan Medical University, Hainan Province Clinical Medical Center of Respiratory Diseases, Haikou, China; Department of Respiratory Diseases, The First Affiliated Hospital of Hainan Medical University, Hainan Province Clinical Medical Center of Respiratory Diseases, 31 Longhua Road, Haikou, 570102, China","J. Wang; Department of Respiratory Diseases, The First Affiliated Hospital of Hainan Medical University, Hainan Province Clinical Medical Center of Respiratory Diseases, Haikou, China; email: WJ_Jerry_1983@163.com",Article,Scopus
413,Li M.-X.; Shi Y.-B.; Zhang J.-B.; Wan X.; Fang J.; Wu Y.; Fu R.; Li Y.; Li L.; Su L.-L.; Ji D.; Lu T.-L.; Bian Z.-H.,58097246500; 58130814700; 57697143200; 58247003900; 58652165000; 58097403700; 58631460000; 56061650500; 37059226600; 56949704400; 55845105900; 16304150600; 57222810623,Rapid evaluation of Ziziphi Spinosae Semen and its adulterants based on the combination of FT-NIR and multivariate algorithms,2023,Food Chemistry: X,0.0,10.1016/j.fochx.2023.101022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179625772&doi=10.1016%2fj.fochx.2023.101022&partnerID=40&md5=36712569e922b3528c41654fa64337c6,"Department of Pharmacy, Wuxi TCM Hospital Affiliated to Nanjing University of Chinese Medicine, Wuxi, 214071, China; College of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Jiangsu CM Clinical Innovation Center of Degenerative Bone & Joint Disease, Wuxi TCM Hospital Affiliated to Nanjing University of Chinese Medicine, Wuxi, 214071, China","L.-L. Su; College of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; email: sll2020@njucm.edu.cn",Article,Scopus
414,Ni J.; Shangguan Y.; Jiang L.; He C.; Ma Y.; Xiong H.,57895552300; 57218835360; 58640284400; 57199719468; 56532190400; 35207566800,Pomelo peel dietary fiber ameliorates alterations in obesity-related features and gut microbiota dysbiosis in mice fed on a high-fat diet,2023,Food Chemistry: X,0.0,10.1016/j.fochx.2023.100993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177231726&doi=10.1016%2fj.fochx.2023.100993&partnerID=40&md5=b3fd049e553c9ab83f63158d6d170c7b,"State Key Laboratory of Mariculture Breeding, Fisheries College of Jimei University, Xiamen, 361021, China; College of Ocean Food and Biological Engineering, Jimei University, Xiamen, 361021, China; Jiangle County Agricultural Products Quality and Safety Inspection Station, Sanming, 353300, China; Xiamen Municipal Southern Ocean Testing Co., L, Xiamen, 361021, China","Y. Ma; State Key Laboratory of Mariculture Breeding, Fisheries College of Jimei University, Xiamen, 361021, China; email: maying@jmu.edu.cn",Article,Scopus
415,Yang J.; Fan H.; Jiang B.; Li R.; Fan J.; Li B.; Ge J.; Pan S.; Liu F.,57314250000; 58526025200; 58257676500; 57674122300; 58045906600; 58257676600; 58525816800; 57216296209; 57161213700,Excipient emulsion prepared with pectin and sodium caseinate to improve the bioaccessibility of carotenoids in mandarin juice: The effect of emulsifier and polymer concentration,2023,Food Chemistry: X,1.0,10.1016/j.fochx.2023.100909,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173284273&doi=10.1016%2fj.fochx.2023.100909&partnerID=40&md5=4615e549518305d13ffc04ff39559479,"College of Food Science and Technology, Huazhong Agricultural University, Wuhan, 430070, China; Key Laboratory of Environment Correlative Dietology, Ministry of Education, China; Hubei Key Laboratory of Fruit & Vegetable Processing & Quality Control (Huazhong Agricultural University), Hubei, Wuhan, China; Library, Huazhong Agricultural University, Hubei, Wuhan, 430070, China","F. Liu; College of Food Science and Technology, Huazhong Agricultural University, Wuhan, 430070, China; email: liufxia@mail.hzau.edu.cn",Article,Scopus
416,Geodakyan E.G.; Karapetyan J.K.; Zaalishvili V.B.; Sahakyan B.V.; Hovhannisyan S.M.; Mkrtchyan M.A.; Mkrtchyan G.A.,58098145600; 57211059151; 6508237062; 58784555700; 58857426400; 58785774200; 57564272400,Regional seismotectonics of focal zones of the east Turkey earthquakes on 06 February 2023 and geodynamic model of the source of the strongest earthquake (Mw =7.8),2023,Geologiya i Geofizika Yuga Rossii,0.0,10.46698/VNC.2023.57.90.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180853698&doi=10.46698%2fVNC.2023.57.90.004&partnerID=40&md5=2e46917419806371285de4ae8c14e499,"Institute of Geophysics and Engineering Seismology after A. Nazarov of NAS RA, 5a, V. Sargsyan Str., Gyumri, 3115, Armenia; Geophysical Institute, Vladikavkaz Scientific Centre, Russian Academy of Sciences, 93a Markova Str., Vladikavkaz, 362002, Russian Federation; International Scientific-Educational Center NAS RA, 24d, Baghramyan Str., Erevan, 0019, Armenia","E.G. Geodakyan; Institute of Geophysics and Engineering Seismology after A. Nazarov of NAS RA, Gyumri, 5a, V. Sargsyan Str., 3115, Armenia; email: geodakyan.e@mail.ru",Article,Scopus
417,Canales-Cáceres R.; Gomariz-Castillo F.; Alonso-Sarría F.; Abel I.; Giménez-Casalduero F.,57970482500; 37761322200; 6506901550; 58675016200; 6507812994,Distribution and behaviour of striped dolphins in the southwestern Mediterranean Sea based on whale-watching data,2023,Regional Studies in Marine Science,0.0,10.1016/j.rsma.2023.103256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175470874&doi=10.1016%2fj.rsma.2023.103256&partnerID=40&md5=0877600a03a25f1473914ea1ca4d7d57,"Departamento de Ciencias del Mar y Biología Aplicada, Universidad de Alicante, Alicante, San Vicente del Raspeig, 03690, Spain; Departamento de Geografía, Universidad de Murcia, Instituto Universitario del Agua y del Medio Ambiente, Universidad de Murcia, Campus de Espinardo, Murcia, 30100, Spain; Marine Research Center of Santa Pola, University of Alicante, Santa Pola, 03130, Spain","F. Gomariz-Castillo; Departamento de Geografía, Universidad de Murcia, Instituto Universitario del Agua y del Medio Ambiente, Universidad de Murcia, Campus de Espinardo, Murcia, 30100, Spain; email: fjgomariz@um.es",Article,Scopus
418,Wang Y.; Chen Y.; Zhang X.; Liu S.,58284388000; 57250420600; 57792333800; 58798239400,Attitude of cardiac surgery nurses on kinesiophobia management: a qualitative study,2023,BMJ Open,0.0,10.1136/bmjopen-2023-074438,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181675343&doi=10.1136%2fbmjopen-2023-074438&partnerID=40&md5=3569b2ef267cc02d1be997b3bc57d1da,"The Third School of Clinical Medicine, Nanjing Medical University, Jiangsu, Nanjing, China; Department of Nursing, Nanjing First Hospital, Nanjing Medical University, Jiangsu, Nanjing, China; Department of Cardiothoracic Surgery, Nanjing First Hospital, Nanjing Medical University, Jiangsu, Nanjing, China","Y. Chen; Department of Nursing, Nanjing First Hospital, Nanjing Medical University, Nanjing, Jiangsu, China; email: 18951670955@163.com",Article,Scopus
419,Gabaraev A.F.; Melkov D.A.; Kortiev A.L.; Kozyrev E.N.,56479218400; 57035477700; 56919751200; 36866850200,Influence of geomorphological conditions of a mountain region on the intensity of hazardous geological processes,2023,Geologiya i Geofizika Yuga Rossii,0.0,10.46698/VNC.2023.84.50.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180828436&doi=10.46698%2fVNC.2023.84.50.016&partnerID=40&md5=34475569750909ae0175f1f6543d4aac,"Geophysical Institute, Vladikavkaz Scientific Centre, Russian Academy of Sciences, 93a Markova Str., Vladikavkaz, 362002, Russian Federation; North Caucasian institute of Mining and Metallurgy (State Technological University), 44 Nikolaeva Str., Vladikavkaz, 362021, Russian Federation","A.F. Gabaraev; Geophysical Institute, Vladikavkaz Scientific Centre, Russian Academy of Sciences, Vladikavkaz, 93a Markova Str., 362002, Russian Federation; email: olgaburdzieva@mail.ru",Article,Scopus
420,Wang B.; Jia Y.; Li Y.; Wang Z.; Wen L.; He Y.; Xu X.,57202500252; 58626778200; 57260282800; 57202500414; 57194173217; 54412443000; 57193797005,Dehydration–rehydration vegetables: Evaluation and future challenges,2023,Food Chemistry: X,0.0,10.1016/j.fochx.2023.100935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174739919&doi=10.1016%2fj.fochx.2023.100935&partnerID=40&md5=28e29c0a2e82b87a2f71d207785a4311,"Department of Food Science and Engineering, Jilin Agricultural University, Changchun, 130118, China; National Engineering Research Center for Wheat and Corn Deep Processing, Changchun, 130118, China","L. Wen; Changchun, 2888, Xincheng Street, Jilin Province, 130118, China; email: wenliankui@163.com",Review,Scopus
421,Li L.; Chen Y.; Dong S.; Shen J.; Cao S.; Cui Q.; Song Y.; Ning J.,57033583700; 58484754500; 57841123800; 58484200000; 57842299100; 57222045676; 57207914448; 36024292300,Rapid and comprehensive grade evaluation of Keemun black tea using efficient multidimensional data fusion,2023,Food Chemistry: X,2.0,10.1016/j.fochx.2023.100924,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173612578&doi=10.1016%2fj.fochx.2023.100924&partnerID=40&md5=bdd78f3279567bf1d8bf8645e9280035,"State Key Laboratory of Tea Plant Biology and Utilization, Anhui Agricultural University, 130 Changjiang West Road, Hefei, 230036, China; School of Engineering, Anhui Agricultural University, Hefei, 230036, China","J. Ning; State Key Laboratory of Tea Plant Biology and Utilization, Anhui Agricultural University, Hefei, 130 Changjiang West Road, 230036, China; email: ningjm1998009@163.com",Article,Scopus
422,Arivazhagan A.; Arunachalam K.; Varalakshmi R.; Vasanthan B.,58818060400; 57195803127; 57216461388; 56705470700,H∞ Static Output-Feedback Control with Variable Substitution Scheme for Non-Stationary Running Active Suspension Vehicle,2023,International Journal of Vehicle Structures and Systems,0.0,10.4273/ijvss.15.6.05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182592156&doi=10.4273%2fijvss.15.6.05&partnerID=40&md5=7c0b6d70d64a571cbf37789d29811e50,"Dept. Automobile Engg, KCG College of Tech, Tamil Nadu, Chennai, India; Dept. Automobile Engg, Madras Institute of Tech, Tamil Nadu, Chennai, India; Dept. Computer Sci., School of Excellence in Law, Tamil Nadu Dr. Ambedkar Law University, Tamil Nadu, Chennai, India","A. Arivazhagan; Dept. Automobile Engg, KCG College of Tech, Chennai, Tamil Nadu, India; email: arivazhagan_arul@yahoo.com",Article,Scopus
423,Thamilmaran K.; Thamilvizhi T.; Kumarasamy S.; Durairaj P.,6505797640; 58795634100; 58608297700; 57144577900,Experimental Observation of Extreme Events in the Shimizu Morioka Oscillator,2023,International Journal of Bifurcation and Chaos,0.0,10.1142/S0218127423300392,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181534733&doi=10.1142%2fS0218127423300392&partnerID=40&md5=ea5345c0bfc3c5cd24bf8dacc1d594de,"Centre for Nonlinear Systems, Chennai Institute of Technology, Tamilnadu, Chennai, 600 069, India; Pg and Research Department of Physics, Bishop Heber College, Tamil Nadu, Tiruchirapalli, 620 017, India; Centre for Computational Modeling, Chennai Institute of Technology, Tamilnadu, Chennai, 600 069, India",,Review,Scopus
424,Pastor A.; Ospina-Alvarez A.; Larsen J.; Hansen F.T.; Schourup-Kristensen V.; Maar M.,57194341347; 26664907700; 57213997626; 55906927100; 56991181200; 6603023781,A sensitivity analysis of mussel larvae dispersal in a Danish estuary based on a biophysical model,2023,Regional Studies in Marine Science,1.0,10.1016/j.rsma.2023.103260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175456463&doi=10.1016%2fj.rsma.2023.103260&partnerID=40&md5=c9e8d8e70952d847b936f1ca0d278886,"Department of Ecoscience, Aarhus University, Frederiksborgvej 399, Roskilde, 4000, Denmark; Mediterranean Institute for Advanced Studies (IMEDEA-CSIC/UIB), C/ Miquel Marques 21, Balearic Islands, Esporles, 07190, Spain; DHI A/S Agern, Allé 5, 2970, Hørsholm, Denmark","A. Pastor; Department of Ecoscience, Aarhus University, Roskilde, Frederiksborgvej 399, 4000, Denmark; email: a.pastorrollan@deakin.edu.au",Article,Scopus
425,Wang Z.; Li T.; Zhang Z.; Yuan M.; Shi M.; Wang F.-S.; Linghu E.-Q.; Shi L.,57637583200; 57253474900; 58222086300; 58441896600; 57192387967; 57216339526; 58712420400; 57242844700,"Human umbilical cord-derived mesenchymal stem cells for the treatment of decompensated cirrhosis (MSC-DLC-1): a dose-escalation, phase I trial protocol",2023,BMJ Open,0.0,10.1136/bmjopen-2023-078362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181416072&doi=10.1136%2fbmjopen-2023-078362&partnerID=40&md5=460007822213aaebe34c30031e305d66,"Chinese PLA Medical School, Beijing, China; Department of Gastroenterology, The First Medical Center of Chinese PLA General Hospital, Beijing, China; Department of Infectious Diseases, The Fifth Medical Center of PLA General Hospital, National Clinical Research Center for Infectious Diseases, Beijing, China","L. Shi; Chinese PLA Medical School, Beijing, China; email: shilei302@126.com",Article,Scopus
426,Edih U.O.; Nwafili K.A.; Faghawari N.D.,58561443800; 58804598700; 58561740200,"The Nexus and Implications of Top-level Management Policy, Programme and Strategic Planning Model on Human Resource Performance in the Maritime Industry in Nigeria",2023,Journal of Maritime Research,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181964312&partnerID=40&md5=6a3593985b7e2060ceade2acbfd0f85e,"Nigeria Maritime University, Okerenkoko, Nigeria; Dennis Osadebay University, Asaba, Nigeria","U.O. Edih; Nigeria Maritime University, Okerenkoko, Nigeria; email: oweilade123uni@gmail.com",Article,Scopus
427,Kim D.H.; Hwang J.H.; Jeong J.; Hong Y.; Lee M.,57215562291; 8268799800; 55237622000; 37761423700; 57568211000,"Comprehensive modeling from watersheds to a bay and its validation with radar, drifters, and MVP methods",2023,Regional Studies in Marine Science,1.0,10.1016/j.rsma.2023.103262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175616068&doi=10.1016%2fj.rsma.2023.103262&partnerID=40&md5=7bd2dbb49f7120fabc4892bcdbd8f351,"Institute of Engineering Research, Seoul National University, Seoul, 08826, South Korea; Institute of Construction and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea; Department of Civil and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea; Blackland Research and Extension Center, Texas A&M AgriLife Research, Temple, 76502, TX, United States; Department of Environmental Engineering, College of Science and Technology, Korea University Sejong Campus, Sejong, 30019, South Korea; Water Environmental Engineering Research Division, National Institute of Environmental Research, Incheon, 22689, South Korea","J.H. Hwang; Institute of Construction and Environmental Engineering, Seoul National University, Seoul, 08826, South Korea; email: jinhwang@snu.ac.kr",Article,Scopus
